Tỉnh,Trạm,Xã/Phường,Lượng mưa (mm),Tình trạng,Ngày và giờ cập nhật,Thời gian crawl
Hưng Yên,Trạm bơm Sa Lung,phường Trà Lý,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Đoan Hùng,xã Tiên La,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Trà Giang,xã Trà Giang,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Đông Long,xã Đông Tiền Hải,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Tân Hòa,phường Thái Bình,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Đông Quang PCTT,xã Nam Đông Hưng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Khoái Châu,xã Triệu Việt Vương,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Cống Lân,xã Nam Cường,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Triều Dương,xã Tiên Lữ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Tiên Hưng,xã Bắc Tiên Hưng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Văn Giang,xã Nghĩa Trụ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Thái Phương,xã Hồng Minh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Đông Quang,xã Đông Hưng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Ân Thi,xã Hồng Quang,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Kiến Xương,xã Bình Nguyên,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Trung An,phường Vũ Phúc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Mỹ Lộc,xã Đông Thái Ninh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Thuyền Quan,xã Bắc Đông Hưng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Trà Linh,xã Thụy Anh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Thái Ninh,xã Bắc Thái Ninh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Đa Cốc,xã Hồng Vũ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Phủ Dực,xã A Sào,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Hưng Yên,Quỳnh Phụ,xã Quỳnh An,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Yên Mô,xã Yên Mô,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Kim Sơn,xã Phát Diệm,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Cộng Hòa,xã Minh Tân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Yên Chính,xã Phong Doanh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Đồng Sơn,xã Nam Đồng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Nam Toàn,phường Vị Khê,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Yên Sơn,phường Yên Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Quang Trung,phường Nam Định,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Yên Đồng,xã Đồng Thái,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Ninh Hải,phường Nam Hoa Lư,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Yên Lộc,xã Yên Cường,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Yên Khánh,xã Yên Khánh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Khánh Thành,xã Khánh Trung,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Đại An,phường Thành Nam,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Hải Đường,xã Hải Anh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Gia Viễn,xã Gia Viễn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Thạch Bình,xã Phú Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Quất Lâm,xã Giao Ninh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Trực Đạo,xã Cát Thành,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Hoa Lư,phường Hoa Lư,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Đồng Giao,phường Tam Điệp,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Hòa Mạc,phường Duy Tiên,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Xuân Thủy,xã Giao Thủy,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Ba Sao,phường Tam Chúc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Vụ Bản,xã Vụ Bản,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Ninh Bình,Liễu Đề,xã Nghĩa Hưng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Lộc Thịnh,xã Ngọc Liên,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,"Hồ Cánh Chim (P. Ba Đình, Tx Bỉm Sơn)",phường Bỉm Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,"Hồ Nội Sơn (xã Hợp Lý, Triệu Sơn)",xã Hợp Tiến,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Bắc Sơn,phường Quang Trung,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Hồ thủy điện Trung Sơn,xã Trung Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,"Hồ Ngô Công (xã Thọ Sơn, Triệu Sơn)",xã Thọ Bình,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,"Hồ Bồ Kết (xã Cẩm Tân, Cẩm Thủy)",xã Cẩm Tân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Yên Cát,xã Như Xuân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Nga Thiện,xã Ba Đình,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thăng Thọ,xã Thăng Bình,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Yên Khương,xã Yên Khương,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Bình Lương,xã Hóa Quỳ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Hồ chứa nước Cửa Đạt,xã Vạn Xuân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Lương Sơn,xã Lương Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,"Hồ Đồng Mực (xã Vĩnh Hùng, Vĩnh Lộc)",xã Biện Thượng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Yên Định,xã Yên Định,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Chi cục thủy lợi Thanh Hóa,xã Sao Vàng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Xuân Lẹ,xã Xuân Chinh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thanh Lâm,xã Thanh Phong,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Vườn Quốc gia Bến En,xã Như Thanh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,"Hồ Mậu Lâm (xã Mậu Lâm, Như Thanh)",xã Mậu Lâm,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Hồ Hón Chè,xã Vĩnh Lộc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,"Hồ Hố Chu (xã Cán Khê, Như Thanh)",xã Xuân Du,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,"Hồ Đồng Chùa (phường Hải Thượng, Tx Nghi Sơn)",phường Nghi Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Mường Lý,xã Mường Lý,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,"Hồ Lâm Danh (xã Lâm Phú, Lang Chánh)",xã Văn Phú,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Hà Lĩnh,xã Tống Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,"Hồ Vũng Sú (xã Thành Minh, Thạch Thành)",xã Thành Vinh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,"Hồ Khe Dài (xã Phúc Đường, Như Thanh)",xã Yên Thọ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Quan Sơn PCTT,xã Quan Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,"Hồ Khe Tiên (xã Hà Đông, Hà Trung)",xã Hà Trung,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Vĩnh Thịnh,xã Biện Thượng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thạch Lâm,xã Thạch Quảng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,"Hồ Tà Xằng (xã Xuân Thắng, Thường Xuân)",xã Thắng Lộc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Tam Văn,xã Văn Phú,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Cổ Lũng,xã Cổ Lũng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thọ Bình,xã Thọ Bình,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Xuân Lộc,xã Thắng Lộc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Mai Lâm,phường Hải Bình,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Trung Thành,xã Trung Thành,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Nam Động,xã Thiên Phủ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,"Hồ Rát (xã Vĩnh Thịnh, Vĩnh Lộc)",xã Biện Thượng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Trung Thành 2,xã Trung Thành,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Quan Sơn,xã Quan Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Lương Trung,xã Quý Lương,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Triệu Sơn,xã Triệu Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Tân Thành 1,xã Tân Thành,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thành Sơn,xã Trung Thành,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Sơn Hà,xã Tam Lư,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Nam Động 2,xã Thiên Phủ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thiết Kế,xã Thiết Ống,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Xuân Chinh,xã Xuân Chinh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Hà Hải,xã Lĩnh Toại,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Sơn Thủy,xã Sơn Thủy,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Phú Xuân,xã Phú Xuân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Hạ Trung,xã Bá Thước,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Cẩm Tâm,xã Cẩm Vân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Trung Xuân,xã Trung Hạ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Quang Chiểu 2,xã Quang Chiểu,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Tén Tằn (Mường Lát),xã Mường Lát,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Tam Lư,xã Tam Lư,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Tam Thanh,xã Tam Thanh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Phú Lệ 1,xã Phú Lệ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Quang Chiểu 3,xã Quang Chiểu,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Tam Chung,xã Tam Chung,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thành Hưng,xã Kim Tân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Giao An,xã Giao An,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Kỳ Tân 1,xã Văn Nho,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Phú Sơn,xã Phú Lệ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Sơn Điện,xã Sơn Điện,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thanh Tân 1,xã Thanh Kỳ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thanh Phong,xã Thanh Phong,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Hiền Kiệt,xã Hiền Kiệt,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thọ Dân,xã Thọ Phú,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Hoằng Thắng,xã Hoằng Châu,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thủy văn Giàng,phường Đông Tiến,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thành Tâm,xã Ngọc Trạo,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Xuân Minh,xã Xuân Lập,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Trung Lý,xã Trung Lý,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thanh Xuân,xã Phú Xuân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Sông Luồng,xã Hồi Xuân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thành Yên,xã Thành Vinh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Trung Thượng,xã Quan Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thủy văn Xuân Khánh,xã Thọ Xuân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Trung Sơn 1,xã Trung Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Yên Nhân,xã Yên Nhân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Trung Hạ,xã Trung Hạ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thiệu Hợp,xã Thiệu Quang,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Lang Chánh,xã Linh Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Yên Thắng,xã Yên Thắng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Mường Ngoại,xã Quý Lương,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Thủy văn Lý Nhân,xã Yên Trường,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Vạn Xuân 1,xã Vạn Xuân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Đồng Lương,xã Đồng Lương,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Phú Sơn 1,xã Phú Lệ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Trung Sơn 2,xã Trung Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Xuân Quỳ 1,xã Hóa Quỳ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Phú Lệ 2,xã Phú Lệ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Xuân Bình,xã Xuân Bình,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Trung Thành 1,xã Trung Thành,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Phú Sơn 2,xã Phú Lệ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Sơn Lư,xã Quan Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Quang Chiểu 1,xã Quang Chiểu,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Cẩm Liên 2,xã Cẩm Thạch,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Kim Tân,xã Kim Tân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Hiền Chung,xã Hiền Kiệt,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Cẩm Liên 1,xã Cẩm Thạch,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Nam Động 1,xã Thiên Phủ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Thanh Hóa,Lũng Cao,xã Cổ Lũng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Na Ngoi,xã Na Ngoi,0.2,Mưa nhỏ,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Mường Lống 2,xã Mường Lống,0.2,Mưa nhỏ,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Huyện Kỳ Sơn,xã Mường Xén,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Hạnh Lâm,xã Hạnh Lâm,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Thông Thụ,xã Thông Thụ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Châu Khê,xã Châu Khê,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Nậm Giải PCTT,xã Quế Phong,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Hồng Sơn,xã Lương Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Bình Chuẩn PCTT,xã Bình Chuẩn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Vinh,phường Thành Vinh,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Thanh Thủy,xã Kim Bảng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Môn Sơn PCTT,xã Môn Sơn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Bản Bà Khốm,xã Yên Na,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Quỳ Hợp,xã Quỳ Hợp,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Con Cuông,xã Con Cuông,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Quỳnh Lưu,xã Quỳnh Lưu,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Thủy điện Hủa Na,xã Thông Thụ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Tam Hợp,xã Tam Thái,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Huyện Yên Thành,xã Yên Thành,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Xã Châu Hoàn,xã Hùng Chân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Thanh Hương,xã Hoa Quân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Tân Kỳ,xã Tân Kỳ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Công Thành,xã Vân Tụ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Bình Chuẩn,xã Bình Chuẩn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Lưu Kiền 1,xã Tương Dương,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Đôn Phục 2,xã Cam Phục,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Diên Lãm,xã Hùng Chân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Châu Thôn,xã Mường Quàng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Nậm Giải,xã Quế Phong,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Cam Lâm,xã Cam Phục,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Lạng Khê,xã Châu Khê,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Hữu Lập,xã Hữu Kiệm,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Mường Típ,xã Mường Típ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Nga My 1,xã Nga My,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Châu Quang,xã Quỳ Hợp,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Nam Sơn 1,xã Mường Chọng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Châu Hồng,xã Châu Hồng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Cốc Nà 1,xã Châu Khê,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Châu Thái,xã Mường Ham,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Mỹ Sơn 1,xã Bạch Hà,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Nam Thanh 1,xã Nam Đàn,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Châu Lộc,xã Châu Lộc,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Châu Phong 1,xã Hùng Chân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Thạch Ngàn,xã Mậu Thạch,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Chi Khê,xã Con Cuông,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Sơn Nam (Châu Lý),xã Mường Chọng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Châu Hoàn,xã Hùng Chân,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Châu Thuận,xã Châu Tiến,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Đôn Phục 1,xã Cam Phục,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Châu Bình 1,xã Châu Bình,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Bảo Thắng,xã Chiêu Lưu,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Đồng Văn 2,xã Thông Thụ,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Nga My 2,xã Nga My,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Thạch Giám,xã Tương Dương,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Thanh Mỹ,xã Tam Đồng,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
Nghệ An,Luân Mai,xã Nhôn Mai,0.0,Không mưa,2025-12-28 19:00:00,28/12/2025 00:52:21
